"x","y","lst","local_g","cluster"
-5.9875,35.5625,27.0299300111809,-2.89819527047356,"Cold Spot (LL)"
-5.9625,35.5625,27.7891893410827,-2.14836006407125,"Cold Spot (LL)"
-5.9375,35.5625,28.1225228863437,-1.44980212424521,"Moderate Cool"
-5.9125,35.5625,28.1558563468336,-1.16889693730382,"Moderate Cool"
-5.8875,35.5625,28.1003005793504,-1.15417065336563,"Moderate Cool"
-5.8625,35.5625,28.0891894258538,-1.28969060421862,"Moderate Cool"
-5.8375,35.5625,27.8669672036315,-1.43283301414801,"Moderate Cool"
-5.8125,35.5625,27.7780783995137,-1.56105759258627,"Moderate Cool"
-5.7875,35.5625,27.7447449390238,-1.52413786931318,"Moderate Cool"
-5.7625,35.5625,28.0003006217359,-1.2700737953103,"Moderate Cool"
-5.7375,35.5625,28.3558560501349,-0.922327725332303,"Moderate Cool"
-5.7125,35.5625,28.5447448118672,-0.436805451385818,"Moderate Cool"
-5.6875,35.5625,28.8225228015726,-0.0990389909175684,"Moderate Cool"
-5.6625,35.5625,28.9780778908874,0.127754117753017,"Moderate Warm"
-5.6375,35.5625,28.9447446423251,0.142507476707183,"Moderate Warm"
-5.6125,35.5625,28.8336343789245,0.0635735533523867,"Moderate Warm"
-5.5875,35.5625,28.800300706507,-0.362671182481124,"Moderate Cool"
-5.5625,35.5625,28.2336337855272,-0.69331525037576,"Moderate Cool"
-5.5375,35.5625,28.100300791278,-0.885617816912295,"Moderate Cool"
-5.5125,35.5625,28.4003004521938,-0.688233128693536,"Moderate Cool"
-5.4875,35.5625,28.6447451933369,-0.377589012980938,"Moderate Cool"
-5.4625,35.5625,28.6336340398403,-0.31600662990702,"Moderate Cool"
-5.4375,35.5625,28.5669671188605,-0.431858754473483,"Moderate Cool"
-5.4125,35.5625,28.4336332769009,-0.528062033814672,"Moderate Cool"
-5.3875,35.5625,28.4558555838941,-0.540360583111831,"Moderate Cool"
-5.3625,35.5625,28.4447444303975,-0.528052065327215,"Moderate Cool"
-5.3375,35.5625,28.4558555838941,-0.515723588549509,"Moderate Cool"
-5.3125,35.5625,28.5114113513773,-0.537847197076718,"Moderate Cool"
-5.2875,35.5625,28.5669671188605,-0.709639787968365,"Moderate Cool"
-5.2625,35.5625,28.2003005369649,-0.993310027091164,"Moderate Cool"
-5.2375,35.5625,27.9003002932481,-1.29317684016395,"Moderate Cool"
-5.2125,35.5625,27.7003009608201,-1.54179728820595,"Moderate Cool"
-6.0125,35.5375,26.8086340716295,-2.87088520389787,"Cold Spot (LL)"
-5.9875,35.5375,27.3447448966383,-2.50952922493696,"Cold Spot (LL)"
-5.9625,35.5375,28.0003008336636,-1.68481783976718,"Moderate Cool"
-5.9375,35.5375,28.3225232254279,-1.09728407923043,"Moderate Cool"
-5.9125,35.5375,28.3225230135002,-0.917431826691568,"Moderate Cool"
